Country,ESTJ-A,ESFJ-A,INFP-T,ESFJ-T,ENFP-T,ENFP-A,ESTJ-T,ISFJ-T,ENFJ-A,ESTP-A,ISTJ-A,INTP-T,INFJ-T,ISFP-T,ENTJ-A,ESTP-T,ISTJ-T,ESFP-T,ENTP-A,ESFP-A,INTJ-T,ISFJ-A,INTP-A,ENTP-T,ISTP-T,ENTJ-T,ISTP-A,INFP-A,ENFJ-T,INTJ-A,ISFP-A,INFJ-A
Germany,0.029900000000000003,0.034,0.1436,0.022799999999999997,0.0759,0.0507,0.0101,0.032,0.0278,0.0171,0.0203,0.058499999999999996,0.0676,0.026600000000000002,0.021,0.006999999999999999,0.0159,0.0166,0.0332,0.020499999999999997,0.0298,0.0175,0.0349,0.0263,0.0126,0.0125,0.013500000000000002,0.033,0.0334,0.0235,0.0141,0.0175
Ghana,0.061200000000000004,0.1097,0.0576,0.043,0.042800000000000005,0.0278,0.0217,0.0536,0.036000000000000004,0.0182,0.03,0.023799999999999998,0.042199999999999994,0.0395,0.02,0.013600000000000001,0.024300000000000002,0.030299999999999997,0.018000000000000002,0.028900000000000002,0.0194,0.0554,0.0161,0.0181,0.0141,0.012199999999999999,0.0128,0.0192,0.026000000000000002,0.018799999999999997,0.0222,0.023799999999999998
Greece,0.031,0.0323,0.11710000000000001,0.0258,0.08410000000000001,0.0433,0.0161,0.0322,0.0319,0.0148,0.0183,0.0599,0.0636,0.0229,0.0279,0.0097,0.0182,0.0169,0.0335,0.014499999999999999,0.0374,0.0147,0.0275,0.0408,0.0125,0.026000000000000002,0.0105,0.0233,0.0453,0.0223,0.0102,0.0154
Grenada,0.0391,0.0666,0.0803,0.0275,0.0645,0.049400000000000006,0.0151,0.0384,0.04190000000000001,0.0165,0.022000000000000002,0.0501,0.057,0.0281,0.0192,0.0069,0.0158,0.0192,0.0281,0.0199,0.026099999999999998,0.035699999999999996,0.022000000000000002,0.0206,0.0103,0.0165,0.0137,0.0275,0.0384,0.0281,0.0275,0.0281
Guatemala,0.0337,0.0564,0.099,0.025099999999999997,0.0771,0.0692,0.0139,0.031200000000000002,0.0415,0.0167,0.0184,0.0473,0.048,0.0222,0.0241,0.0087,0.0151,0.021099999999999997,0.0355,0.0302,0.023700000000000002,0.0229,0.028900000000000002,0.030899999999999997,0.0102,0.0148,0.0105,0.0349,0.0338,0.0202,0.014199999999999999,0.0208
Guinea,0.026699999999999998,0.0658,0.0817,0.044800000000000006,0.07429999999999999,0.044800000000000006,0.0125,0.0545,0.0454,0.0216,0.0199,0.0233,0.057300000000000004,0.0437,0.0148,0.0085,0.0096,0.0409,0.011399999999999999,0.0346,0.0125,0.0346,0.0182,0.0187,0.011399999999999999,0.0045000000000000005,0.0079,0.038,0.0392,0.0233,0.026699999999999998,0.028900000000000002
Guyana,0.0271,0.057699999999999994,0.10859999999999999,0.0248,0.061900000000000004,0.0381,0.0088,0.0385,0.0404,0.0212,0.03,0.047,0.0499,0.0398,0.017,0.0104,0.0222,0.0248,0.0231,0.0241,0.0215,0.041100000000000005,0.0287,0.0218,0.0199,0.0091,0.011399999999999999,0.0346,0.0287,0.022799999999999997,0.0173,0.0277
Haiti,0.0388,0.0677,0.0742,0.0371,0.0753,0.06,0.0118,0.043,0.0353,0.022400000000000003,0.0288,0.0206,0.0483,0.033,0.0265,0.009399999999999999,0.0141,0.0253,0.030600000000000002,0.0359,0.0141,0.0371,0.013500000000000002,0.0271,0.008199999999999999,0.018799999999999997,0.009399999999999999,0.0412,0.0371,0.0129,0.0159,0.0265
Honduras,0.0337,0.0605,0.1048,0.0226,0.0708,0.0599,0.0103,0.028999999999999998,0.0464,0.0212,0.019,0.0449,0.044199999999999996,0.0252,0.0258,0.0097,0.011399999999999999,0.022799999999999997,0.0356,0.0301,0.0263,0.0229,0.0287,0.0282,0.009300000000000001,0.0134,0.011699999999999999,0.0369,0.0333,0.0202,0.0165,0.025099999999999997
Hungary,0.0318,0.0325,0.1291,0.0216,0.0776,0.043899999999999995,0.0128,0.0318,0.0281,0.0167,0.022000000000000002,0.0641,0.0664,0.023,0.0242,0.008199999999999999,0.0184,0.0149,0.0354,0.0167,0.037000000000000005,0.0171,0.0337,0.0323,0.0121,0.018000000000000002,0.011200000000000002,0.0278,0.0362,0.0277,0.0102,0.0174
Iceland,0.0187,0.039900000000000005,0.1519,0.0256,0.0942,0.0756,0.0058,0.0356,0.0344,0.0134,0.0151,0.0415,0.059699999999999996,0.0323,0.0166,0.0058,0.0108,0.0191,0.0313,0.0246,0.0189,0.0226,0.0282,0.0242,0.0106,0.009000000000000001,0.0096,0.0391,0.0362,0.014499999999999999,0.0163,0.019
India,0.031400000000000004,0.056299999999999996,0.1067,0.039,0.0906,0.0449,0.017,0.0336,0.0338,0.0158,0.013300000000000001,0.0425,0.0473,0.0379,0.0176,0.0155,0.0148,0.038,0.0236,0.03,0.02,0.0202,0.0222,0.0308,0.0146,0.0154,0.0097,0.0277,0.042300000000000004,0.0148,0.016399999999999998,0.016200000000000003
Indonesia,0.028999999999999998,0.0513,0.1012,0.049800000000000004,0.0836,0.0391,0.0217,0.0447,0.0271,0.0163,0.014499999999999999,0.033,0.059500000000000004,0.0412,0.0149,0.0174,0.0178,0.050199999999999995,0.018500000000000003,0.0335,0.0233,0.020499999999999997,0.0169,0.025,0.013999999999999999,0.0154,0.0086,0.023700000000000002,0.0406,0.0151,0.0163,0.0163
Iraq,0.0401,0.0378,0.08800000000000001,0.0264,0.06280000000000001,0.0313,0.019299999999999998,0.0281,0.0311,0.02,0.0218,0.0668,0.0545,0.03,0.0271,0.0158,0.0209,0.024300000000000002,0.028900000000000002,0.0168,0.0408,0.0173,0.0385,0.0326,0.019,0.0252,0.0134,0.0208,0.041100000000000005,0.0304,0.012,0.0171
Ireland,0.0217,0.0435,0.1449,0.0361,0.1035,0.0528,0.0095,0.0487,0.0302,0.012199999999999999,0.0139,0.0407,0.0653,0.038599999999999995,0.0143,0.0064,0.013500000000000002,0.027000000000000003,0.0242,0.0242,0.0199,0.0204,0.0203,0.023799999999999998,0.0102,0.0108,0.0086,0.026699999999999998,0.0444,0.0147,0.0141,0.015
Israel,0.0282,0.042699999999999995,0.1183,0.029300000000000003,0.0819,0.0557,0.0103,0.04,0.0364,0.0144,0.0213,0.0443,0.0575,0.033,0.0208,0.0074,0.0163,0.0235,0.029900000000000003,0.0236,0.0242,0.0232,0.029900000000000003,0.023700000000000002,0.0127,0.0126,0.0123,0.032400000000000005,0.0353,0.0213,0.0171,0.0203
Italy,0.0239,0.0281,0.1487,0.0194,0.0827,0.045899999999999996,0.0095,0.030600000000000002,0.0302,0.0111,0.0181,0.0705,0.0796,0.0233,0.0223,0.0062,0.0178,0.0141,0.029900000000000003,0.013999999999999999,0.0438,0.014499999999999999,0.0302,0.0304,0.0121,0.0171,0.0097,0.0255,0.0395,0.0256,0.0087,0.0171
Jamaica,0.0381,0.061799999999999994,0.0993,0.024399999999999998,0.0519,0.0335,0.0125,0.0414,0.0361,0.0197,0.0297,0.0431,0.0565,0.0341,0.0227,0.0102,0.019799999999999998,0.019299999999999998,0.023799999999999998,0.0256,0.024700000000000003,0.0408,0.0294,0.0227,0.0175,0.013500000000000002,0.0148,0.030699999999999998,0.0326,0.0242,0.0195,0.026099999999999998
Japan,0.023,0.037599999999999995,0.1291,0.029900000000000003,0.0848,0.053,0.0109,0.043,0.0265,0.0158,0.019299999999999998,0.0452,0.049699999999999994,0.0453,0.015600000000000001,0.0104,0.016399999999999998,0.0308,0.0264,0.0294,0.0191,0.0252,0.026699999999999998,0.0255,0.0154,0.0101,0.013300000000000001,0.0353,0.0294,0.0179,0.022099999999999998,0.0182
Jordan,0.0412,0.041100000000000005,0.08529999999999999,0.0318,0.08039999999999999,0.045599999999999995,0.02,0.0276,0.0336,0.0232,0.0174,0.0482,0.0499,0.0256,0.0349,0.0137,0.0155,0.0262,0.0392,0.0231,0.027200000000000002,0.0144,0.0294,0.0371,0.013000000000000001,0.0242,0.011399999999999999,0.0239,0.0435,0.023,0.0134,0.015700000000000002
Kazakhstan,0.052300000000000006,0.04190000000000001,0.0753,0.0331,0.0645,0.0331,0.0288,0.032799999999999996,0.0347,0.0256,0.0291,0.049699999999999994,0.0452,0.0252,0.0292,0.013300000000000001,0.03,0.0206,0.0331,0.0217,0.028300000000000002,0.022099999999999998,0.0256,0.0375,0.0175,0.0229,0.014199999999999999,0.020499999999999997,0.0359,0.0259,0.0111,0.0191
Kenya,0.0348,0.0711,0.0832,0.0344,0.0665,0.0437,0.0158,0.042300000000000004,0.0452,0.015700000000000002,0.0175,0.036000000000000004,0.057699999999999994,0.0316,0.023799999999999998,0.012199999999999999,0.015700000000000002,0.028300000000000002,0.026699999999999998,0.0268,0.0216,0.0337,0.0232,0.0281,0.0118,0.0155,0.0088,0.0286,0.0365,0.021099999999999997,0.015600000000000001,0.0263
Kuwait,0.0339,0.0424,0.1151,0.0298,0.0801,0.0473,0.0151,0.032799999999999996,0.035699999999999996,0.0184,0.0183,0.0415,0.0582,0.034,0.024900000000000002,0.011899999999999999,0.016399999999999998,0.028300000000000002,0.0304,0.023799999999999998,0.0254,0.020099999999999996,0.0256,0.0282,0.0137,0.017,0.012199999999999999,0.0252,0.0416,0.02,0.013999999999999999,0.0189
Kyrgyzstan,0.0371,0.0608,0.0801,0.031200000000000002,0.0593,0.0453,0.0178,0.028900000000000002,0.046,0.023,0.023700000000000002,0.0601,0.0371,0.0208,0.0341,0.0178,0.026699999999999998,0.0245,0.028900000000000002,0.0208,0.031200000000000002,0.0208,0.0319,0.026000000000000002,0.0178,0.0208,0.0126,0.023700000000000002,0.0349,0.0282,0.0178,0.0104
Laos,0.0254,0.054000000000000006,0.096,0.0484,0.0873,0.06509999999999999,0.0159,0.038900000000000004,0.035699999999999996,0.0143,0.023,0.0349,0.0437,0.0262,0.0103,0.0111,0.019799999999999998,0.038900000000000004,0.0206,0.0405,0.0143,0.027000000000000003,0.0294,0.0159,0.0127,0.0159,0.005600000000000001,0.0405,0.0373,0.011899999999999999,0.019,0.0206
Latvia,0.0304,0.0208,0.13449999999999998,0.0177,0.0751,0.039,0.0151,0.0325,0.0195,0.0203,0.0226,0.0787,0.0567,0.0339,0.018500000000000003,0.012,0.0212,0.0178,0.0373,0.016,0.0346,0.015600000000000001,0.0337,0.0406,0.023,0.0167,0.0168,0.0256,0.026699999999999998,0.0222,0.0121,0.013000000000000001
Lebanon,0.0475,0.044000000000000004,0.08199999999999999,0.0346,0.0868,0.048799999999999996,0.0206,0.024900000000000002,0.04,0.0254,0.0134,0.0391,0.0519,0.018500000000000003,0.036699999999999997,0.015,0.0129,0.026099999999999998,0.0461,0.024,0.024399999999999998,0.013000000000000001,0.024399999999999998,0.041100000000000005,0.009000000000000001,0.0274,0.0084,0.0195,0.0509,0.0207,0.008100000000000001,0.0146
Lesotho,0.042199999999999994,0.0691,0.0858,0.0407,0.0385,0.0291,0.0233,0.0655,0.0349,0.014499999999999999,0.0349,0.0298,0.0378,0.0415,0.0196,0.0218,0.0291,0.024700000000000003,0.024700000000000003,0.015300000000000001,0.0233,0.0495,0.014499999999999999,0.0269,0.024,0.0124,0.0175,0.016,0.024,0.0218,0.021099999999999997,0.0262
Libya,0.029900000000000003,0.0434,0.09050000000000001,0.027000000000000003,0.0622,0.0393,0.0168,0.036000000000000004,0.0369,0.015600000000000001,0.0225,0.0541,0.0643,0.029900000000000003,0.027000000000000003,0.0102,0.0197,0.0213,0.0258,0.0209,0.0381,0.0254,0.0287,0.034,0.0176,0.016,0.0168,0.030299999999999997,0.0319,0.032400000000000005,0.0152,0.020499999999999997
Lithuania,0.027999999999999997,0.021099999999999997,0.1483,0.014499999999999999,0.0698,0.0375,0.0113,0.0294,0.0212,0.0168,0.023,0.0839,0.0547,0.0335,0.021099999999999997,0.011200000000000002,0.0213,0.0151,0.0362,0.0129,0.037200000000000004,0.0113,0.0435,0.0354,0.0231,0.0148,0.0173,0.0271,0.0265,0.0268,0.0137,0.0126
Luxembourg,0.038,0.0479,0.1134,0.0278,0.08439999999999999,0.0492,0.0092,0.0398,0.0385,0.020499999999999997,0.021,0.0463,0.059800000000000006,0.0258,0.019799999999999998,0.0070999999999999995,0.014199999999999999,0.0183,0.0327,0.0239,0.0258,0.0209,0.0279,0.0248,0.0134,0.013600000000000001,0.0151,0.0311,0.0369,0.0218,0.0144,0.0167
Madagascar,0.0276,0.038599999999999995,0.11320000000000001,0.0276,0.08,0.051500000000000004,0.0138,0.0377,0.0285,0.0129,0.011000000000000001,0.058899999999999994,0.034,0.0331,0.023,0.012,0.0239,0.022099999999999998,0.0368,0.022099999999999998,0.0294,0.0239,0.0451,0.0239,0.012,0.012,0.0074,0.0414,0.035,0.026699999999999998,0.0147,0.0202
Malawi,0.0315,0.0795,0.09880000000000001,0.0405,0.0753,0.047,0.0132,0.0362,0.0409,0.0169,0.0226,0.0315,0.0475,0.0348,0.024900000000000002,0.012199999999999999,0.019299999999999998,0.031,0.0273,0.0268,0.0212,0.0381,0.0179,0.0207,0.012199999999999999,0.0155,0.009399999999999999,0.024900000000000002,0.030600000000000002,0.0132,0.0169,0.0216
Malaysia,0.0208,0.059500000000000004,0.12710000000000002,0.0507,0.08039999999999999,0.0377,0.0143,0.0643,0.0222,0.0124,0.0128,0.0259,0.055999999999999994,0.0674,0.0079,0.0123,0.0158,0.051699999999999996,0.012199999999999999,0.0373,0.0131,0.030899999999999997,0.012,0.016,0.014499999999999999,0.0073,0.0086,0.027999999999999997,0.0322,0.0083,0.024900000000000002,0.015300000000000001
Maldives,0.023700000000000002,0.035699999999999996,0.16829999999999998,0.0242,0.08220000000000001,0.0397,0.009000000000000001,0.0342,0.0339,0.0102,0.015,0.048499999999999995,0.0718,0.0449,0.0126,0.0077,0.010700000000000001,0.023399999999999997,0.0222,0.023799999999999998,0.0227,0.0218,0.023700000000000002,0.023700000000000002,0.013000000000000001,0.0072,0.011200000000000002,0.0398,0.0347,0.0184,0.0194,0.0229
Mali,0.0659,0.08529999999999999,0.0659,0.0271,0.0659,0.031,0.0039000000000000003,0.062,0.0581,0.0116,0.0233,0.0504,0.0388,0.0271,0.0155,0.0116,0.0155,0.0349,0.0194,0.031,0.0194,0.0349,0.031,0.0233,0.0194,0.0116,0.0078000000000000005,0.0349,0.0194,0.0233,0.0233,0.0116
Malta,0.023399999999999997,0.04,0.1365,0.0352,0.0883,0.0444,0.0113,0.0452,0.031200000000000002,0.0127,0.011399999999999999,0.0506,0.0719,0.0326,0.0189,0.0078000000000000005,0.014199999999999999,0.0236,0.028900000000000002,0.0191,0.024,0.0196,0.0263,0.0274,0.0095,0.015600000000000001,0.0098,0.0256,0.046799999999999994,0.0189,0.013000000000000001,0.0161
Mauritius,0.0342,0.0716,0.11,0.0301,0.08539999999999999,0.0464,0.0168,0.0337,0.0395,0.013600000000000001,0.017,0.0421,0.0537,0.0264,0.025099999999999997,0.012,0.0146,0.0245,0.0256,0.0235,0.0226,0.022099999999999998,0.022099999999999998,0.0286,0.013000000000000001,0.015700000000000002,0.009300000000000001,0.0279,0.042300000000000004,0.018000000000000002,0.0126,0.020099999999999996
Mexico,0.032,0.0507,0.107,0.0232,0.0781,0.0641,0.011399999999999999,0.0233,0.0432,0.0174,0.0192,0.053899999999999997,0.047,0.022000000000000002,0.024399999999999998,0.0096,0.0154,0.0199,0.0366,0.0277,0.0285,0.018000000000000002,0.034,0.0315,0.011699999999999999,0.0154,0.011399999999999999,0.0331,0.0321,0.0246,0.013600000000000001,0.0199
Monaco,0.0451,0.06269999999999999,0.0902,0.047599999999999996,0.1003,0.0426,0.020099999999999996,0.020099999999999996,0.047599999999999996,0.0276,0.0075,0.037599999999999995,0.037599999999999995,0.025099999999999997,0.0301,0.0075,0.0301,0.0175,0.0351,0.0226,0.01,0.0301,0.0175,0.0426,0.005,0.0125,0.01,0.0276,0.06269999999999999,0.015,0.005,0.0075
Mongolia,0.038599999999999995,0.0414,0.0842,0.035,0.0629,0.0337,0.0285,0.0321,0.0341,0.016200000000000003,0.0209,0.049,0.047,0.0345,0.026099999999999998,0.018000000000000002,0.0274,0.0331,0.0239,0.0189,0.034300000000000004,0.0203,0.0236,0.0319,0.0217,0.0217,0.013000000000000001,0.0225,0.0482,0.024399999999999998,0.014499999999999999,0.0183
Montenegro,0.0493,0.0313,0.102,0.019299999999999998,0.0625,0.0529,0.014199999999999999,0.0239,0.0381,0.018600000000000002,0.015,0.0643,0.046799999999999994,0.015300000000000001,0.0463,0.009399999999999999,0.013500000000000002,0.0132,0.0529,0.0158,0.0275,0.013000000000000001,0.0364,0.047,0.0092,0.027200000000000002,0.0097,0.0252,0.0384,0.03,0.012199999999999999,0.019799999999999998
Morocco,0.0258,0.0256,0.1208,0.0163,0.06860000000000001,0.049100000000000005,0.011000000000000001,0.020099999999999996,0.0308,0.0174,0.0172,0.0768,0.050499999999999996,0.0229,0.0332,0.0116,0.0154,0.016399999999999998,0.046,0.016200000000000003,0.0371,0.0113,0.0529,0.0385,0.0159,0.0196,0.0128,0.0308,0.028900000000000002,0.0321,0.010700000000000001,0.0177
Mozambique,0.0365,0.0536,0.0913,0.0268,0.0975,0.061,0.0148,0.0365,0.042800000000000005,0.016,0.020499999999999997,0.0365,0.046799999999999994,0.0331,0.0222,0.012,0.0148,0.024,0.0285,0.0285,0.020499999999999997,0.0297,0.023399999999999997,0.0268,0.0091,0.011399999999999999,0.008,0.025099999999999997,0.042800000000000005,0.0171,0.016,0.0262
Myanmar,0.0322,0.0548,0.1148,0.042699999999999995,0.07519999999999999,0.034300000000000004,0.0192,0.049100000000000005,0.0191,0.0143,0.0213,0.0412,0.044000000000000004,0.050199999999999995,0.011200000000000002,0.0183,0.024300000000000002,0.0387,0.018600000000000002,0.035,0.019,0.030299999999999997,0.0191,0.0213,0.0213,0.011200000000000002,0.0147,0.026600000000000002,0.026099999999999998,0.0125,0.025099999999999997,0.013999999999999999
Namibia,0.0297,0.0526,0.0992,0.0278,0.08289999999999999,0.049699999999999994,0.0137,0.0449,0.0408,0.015600000000000001,0.016399999999999998,0.0375,0.053200000000000004,0.0356,0.024,0.0132,0.0166,0.024,0.025,0.026600000000000002,0.0206,0.0338,0.023,0.023799999999999998,0.0118,0.0141,0.0106,0.0378,0.0354,0.0141,0.0215,0.024399999999999998
Nepal,0.0196,0.035,0.1562,0.0323,0.096,0.0405,0.0141,0.031400000000000004,0.0265,0.0126,0.0098,0.0571,0.0552,0.0446,0.013300000000000001,0.0148,0.011699999999999999,0.0373,0.019299999999999998,0.0217,0.0231,0.0165,0.0239,0.031400000000000004,0.0147,0.0166,0.0085,0.0325,0.04019999999999999,0.0146,0.0139,0.015300000000000001
Netherlands,0.0302,0.049400000000000006,0.1246,0.0297,0.0888,0.07139999999999999,0.0086,0.0368,0.0341,0.020099999999999996,0.0167,0.0347,0.059800000000000006,0.0265,0.018799999999999997,0.0062,0.011399999999999999,0.0216,0.0352,0.0335,0.018500000000000003,0.021400000000000002,0.028399999999999998,0.021400000000000002,0.0087,0.0095,0.012199999999999999,0.035699999999999996,0.0346,0.0175,0.016200000000000003,0.0176
New Zealand,0.023799999999999998,0.061900000000000004,0.1202,0.040999999999999995,0.09179999999999999,0.0584,0.009399999999999999,0.0555,0.036000000000000004,0.0128,0.0161,0.0288,0.059800000000000006,0.0397,0.012199999999999999,0.006999999999999999,0.013300000000000001,0.028999999999999998,0.0197,0.0313,0.0146,0.0325,0.0172,0.0176,0.0102,0.008100000000000001,0.0096,0.03,0.042,0.012199999999999999,0.02,0.0183
Nicaragua,0.048,0.15839999999999999,0.0662,0.0248,0.07,0.0587,0.009000000000000001,0.0236,0.057699999999999994,0.0195,0.0189,0.0318,0.032,0.019,0.023,0.0097,0.0116,0.0259,0.0252,0.042300000000000004,0.0179,0.030299999999999997,0.0218,0.0218,0.0111,0.0108,0.0116,0.0231,0.0282,0.013000000000000001,0.0144,0.0207
Niger,0.0652,0.13119999999999998,0.06,0.041100000000000005,0.0447,0.027200000000000002,0.019799999999999998,0.0432,0.046799999999999994,0.016,0.0259,0.0235,0.0437,0.0316,0.026600000000000002,0.0129,0.018000000000000002,0.0277,0.0184,0.0255,0.0202,0.0473,0.0168,0.018500000000000003,0.0124,0.013600000000000001,0.0092,0.0212,0.027000000000000003,0.020499999999999997,0.018500000000000003,0.026000000000000002
Nigeria,0.0652,0.13119999999999998,0.06,0.041100000000000005,0.0447,0.027200000000000002,0.019799999999999998,0.0432,0.046799999999999994,0.016,0.0259,0.0235,0.0437,0.0316,0.026600000000000002,0.0129,0.018000000000000002,0.0277,0.0184,0.0255,0.0202,0.0473,0.0168,0.018500000000000003,0.0124,0.013600000000000001,0.0092,0.0212,0.027000000000000003,0.020499999999999997,0.018500000000000003,0.026000000000000002
